1.0,58.0,2143.0,5.0,261.0,1.0,-1.0,0.0
0.0,44.0,29.0,5.0,151.0,1.0,-1.0,0.0
1.0,33.0,2.0,5.0,76.0,1.0,-1.0,0.0
1.0,47.0,1506.0,5.0,92.0,1.0,-1.0,0.0
0.0,33.0,1.0,5.0,198.0,1.0,-1.0,0.0
1.0,35.0,231.0,5.0,139.0,1.0,-1.0,0.0
0.0,28.0,447.0,5.0,217.0,1.0,-1.0,0.0
0.0,42.0,2.0,5.0,380.0,1.0,-1.0,0.0
1.0,58.0,121.0,5.0,50.0,1.0,-1.0,0.0
0.0,43.0,593.0,5.0,55.0,1.0,-1.0,0.0
0.0,41.0,270.0,5.0,222.0,1.0,-1.0,0.0
0.0,29.0,390.0,5.0,137.0,1.0,-1.0,0.0
1.0,53.0,6.0,5.0,517.0,1.0,-1.0,0.0
1.0,58.0,71.0,5.0,71.0,1.0,-1.0,0.0
1.0,57.0,162.0,5.0,174.0,1.0,-1.0,0.0
1.0,51.0,229.0,5.0,353.0,1.0,-1.0,0.0
0.0,45.0,13.0,5.0,98.0,1.0,-1.0,0.0
1.0,57.0,52.0,5.0,38.0,1.0,-1.0,0.0
1.0,60.0,60.0,5.0,219.0,1.0,-1.0,0.0
1.0,33.0,0.0,5.0,54.0,1.0,-1.0,0.0
1.0,28.0,723.0,5.0,262.0,1.0,-1.0,0.0
1.0,56.0,779.0,5.0,164.0,1.0,-1.0,0.0
0.0,32.0,23.0,5.0,160.0,1.0,-1.0,0.0
1.0,25.0,50.0,5.0,342.0,1.0,-1.0,0.0
1.0,40.0,0.0,5.0,181.0,1.0,-1.0,0.0
1.0,44.0,-372.0,5.0,172.0,1.0,-1.0,0.0
0.0,39.0,255.0,5.0,296.0,1.0,-1.0,0.0
1.0,52.0,113.0,5.0,127.0,1.0,-1.0,0.0
0.0,46.0,-246.0,5.0,255.0,2.0,-1.0,0.0
0.0,36.0,265.0,5.0,348.0,1.0,-1.0,0.0
1.0,57.0,839.0,5.0,225.0,1.0,-1.0,0.0
1.0,49.0,378.0,5.0,230.0,1.0,-1.0,0.0
1.0,60.0,39.0,5.0,208.0,1.0,-1.0,0.0
1.0,59.0,0.0,5.0,226.0,1.0,-1.0,0.0
1.0,51.0,10635.0,5.0,336.0,1.0,-1.0,0.0
